sample_id,blocking_violation_count,warning_violation_count,authorization_status_score,authorization_out_of_scope,rag_evidence_count,law_of_war_rule_hit,label
compliance-reference-0751,0.0,4.0,0.426094,0.0,3.0,0.0,0
compliance-reference-0752,1.0,0.0,0.488508,1.0,1.0,0.0,0
compliance-reference-0753,2.0,2.0,0.042878,0.0,3.0,0.0,1
compliance-reference-0754,0.0,0.0,0.467657,0.0,0.0,0.0,0
compliance-reference-0755,1.0,3.0,0.616351,0.0,3.0,0.0,1
compliance-reference-0756,2.0,1.0,0.358767,0.0,4.0,0.0,1
compliance-reference-0757,1.0,4.0,0.036323,0.0,3.0,1.0,1
compliance-reference-0758,1.0,4.0,0.510373,0.0,5.0,0.0,1
compliance-reference-0759,2.0,4.0,0.694184,0.0,4.0,0.0,1
compliance-reference-0760,2.0,0.0,0.142823,0.0,0.0,0.0,1
compliance-reference-0761,0.0,3.0,0.918536,0.0,5.0,0.0,0
compliance-reference-0762,2.0,3.0,0.397954,0.0,1.0,0.0,1
compliance-reference-0763,2.0,3.0,0.977933,0.0,3.0,0.0,1
compliance-reference-0764,2.0,2.0,0.165595,1.0,4.0,0.0,1
compliance-reference-0765,0.0,0.0,0.50123,0.0,1.0,1.0,0
compliance-reference-0766,1.0,2.0,0.515744,0.0,5.0,0.0,1
compliance-reference-0767,1.0,2.0,0.063896,1.0,5.0,0.0,1
compliance-reference-0768,1.0,1.0,0.157717,0.0,4.0,0.0,0
compliance-reference-0769,1.0,2.0,0.211511,0.0,0.0,1.0,0
compliance-reference-0770,2.0,4.0,0.558675,1.0,4.0,0.0,1
compliance-reference-0771,0.0,3.0,0.988997,0.0,1.0,0.0,0
compliance-reference-0772,0.0,3.0,0.84639,1.0,1.0,0.0,0
compliance-reference-0773,1.0,4.0,0.422766,0.0,2.0,0.0,1
compliance-reference-0774,2.0,2.0,0.542906,0.0,4.0,0.0,1
compliance-reference-0775,1.0,4.0,0.225019,0.0,3.0,0.0,1
compliance-reference-0776,0.0,2.0,0.192274,1.0,2.0,0.0,0
compliance-reference-0777,2.0,0.0,0.226547,1.0,0.0,0.0,1
compliance-reference-0778,2.0,0.0,0.933635,0.0,1.0,1.0,1
compliance-reference-0779,2.0,1.0,0.748525,1.0,0.0,0.0,1
compliance-reference-0780,2.0,3.0,0.745281,1.0,2.0,0.0,1
compliance-reference-0781,0.0,3.0,0.782593,0.0,3.0,0.0,0
compliance-reference-0782,2.0,0.0,0.126749,0.0,0.0,1.0,1
compliance-reference-0783,1.0,0.0,0.875727,0.0,5.0,0.0,1
compliance-reference-0784,0.0,3.0,0.34268,0.0,4.0,1.0,0
compliance-reference-0785,0.0,2.0,0.365698,0.0,4.0,1.0,0
compliance-reference-0786,1.0,2.0,0.546458,0.0,5.0,1.0,1
compliance-reference-0787,1.0,1.0,0.047773,0.0,4.0,0.0,0
compliance-reference-0788,0.0,4.0,0.07446,0.0,0.0,1.0,0
compliance-reference-0789,0.0,3.0,0.747357,0.0,0.0,1.0,0
compliance-reference-0790,0.0,4.0,0.616375,0.0,0.0,0.0,0
compliance-reference-0791,0.0,2.0,0.162594,1.0,5.0,0.0,0
compliance-reference-0792,2.0,2.0,0.570307,0.0,2.0,1.0,1
compliance-reference-0793,1.0,2.0,0.178681,0.0,0.0,0.0,0
compliance-reference-0794,2.0,3.0,0.141934,0.0,2.0,0.0,1
compliance-reference-0795,1.0,0.0,0.154981,1.0,2.0,0.0,0
compliance-reference-0796,0.0,0.0,0.422765,0.0,5.0,0.0,0
compliance-reference-0797,2.0,3.0,0.596383,0.0,4.0,0.0,1
compliance-reference-0798,1.0,2.0,0.036772,0.0,1.0,1.0,1
compliance-reference-0799,1.0,3.0,0.089159,1.0,5.0,0.0,1
compliance-reference-0800,1.0,3.0,0.877026,0.0,3.0,0.0,1
compliance-reference-0801,0.0,3.0,0.761506,0.0,4.0,0.0,0
compliance-reference-0802,0.0,0.0,0.07936,0.0,3.0,0.0,0
compliance-reference-0803,0.0,0.0,0.620692,0.0,0.0,0.0,0
compliance-reference-0804,1.0,3.0,0.826171,0.0,3.0,0.0,1
compliance-reference-0805,2.0,3.0,0.883872,0.0,2.0,0.0,1
compliance-reference-0806,1.0,4.0,0.995859,0.0,5.0,1.0,1
compliance-reference-0807,0.0,4.0,0.252995,0.0,1.0,1.0,0
compliance-reference-0808,2.0,4.0,0.344494,0.0,0.0,1.0,1
compliance-reference-0809,1.0,1.0,0.752114,0.0,0.0,0.0,0
compliance-reference-0810,0.0,4.0,0.446639,1.0,0.0,0.0,0
compliance-reference-0811,2.0,1.0,0.385538,0.0,0.0,0.0,1
compliance-reference-0812,1.0,3.0,0.853451,0.0,2.0,0.0,1
compliance-reference-0813,0.0,0.0,0.325007,0.0,2.0,1.0,0
compliance-reference-0814,1.0,4.0,0.168188,0.0,3.0,0.0,1
compliance-reference-0815,2.0,1.0,0.227346,0.0,4.0,1.0,1
compliance-reference-0816,2.0,4.0,0.751783,1.0,4.0,0.0,1
compliance-reference-0817,1.0,3.0,0.603853,0.0,5.0,0.0,1
compliance-reference-0818,1.0,0.0,0.06627,1.0,1.0,0.0,0
compliance-reference-0819,0.0,1.0,0.962932,0.0,2.0,0.0,0
compliance-reference-0820,0.0,0.0,0.159859,0.0,5.0,1.0,0
compliance-reference-0821,2.0,1.0,0.630971,0.0,5.0,1.0,1
compliance-reference-0822,2.0,0.0,0.212594,0.0,2.0,0.0,1
compliance-reference-0823,2.0,2.0,0.941815,0.0,5.0,0.0,1
compliance-reference-0824,2.0,2.0,0.498109,1.0,4.0,0.0,1
compliance-reference-0825,0.0,0.0,0.876519,0.0,0.0,0.0,0
compliance-reference-0826,0.0,0.0,0.112499,0.0,3.0,0.0,0
compliance-reference-0827,1.0,4.0,0.804079,0.0,2.0,1.0,1
compliance-reference-0828,0.0,1.0,0.696754,1.0,4.0,0.0,0
compliance-reference-0829,1.0,2.0,0.277274,0.0,0.0,0.0,0
compliance-reference-0830,2.0,2.0,0.869062,1.0,5.0,0.0,1
compliance-reference-0831,0.0,0.0,0.814977,0.0,1.0,1.0,0
compliance-reference-0832,0.0,2.0,0.529076,0.0,2.0,0.0,0
compliance-reference-0833,2.0,4.0,0.833259,0.0,3.0,0.0,1
compliance-reference-0834,2.0,2.0,0.451031,0.0,4.0,0.0,1
compliance-reference-0835,0.0,0.0,0.699305,0.0,2.0,0.0,0
compliance-reference-0836,0.0,1.0,0.785247,0.0,0.0,0.0,0
compliance-reference-0837,2.0,1.0,0.350275,0.0,2.0,1.0,1
compliance-reference-0838,2.0,1.0,0.63728,1.0,0.0,1.0,1
compliance-reference-0839,1.0,4.0,0.352513,0.0,5.0,0.0,1
compliance-reference-0840,0.0,2.0,0.221963,0.0,1.0,0.0,0
compliance-reference-0841,2.0,2.0,0.641097,0.0,3.0,0.0,1
compliance-reference-0842,2.0,0.0,0.23826,0.0,3.0,0.0,1
compliance-reference-0843,2.0,1.0,0.712423,0.0,3.0,0.0,1
compliance-reference-0844,0.0,4.0,0.399788,0.0,2.0,0.0,0
compliance-reference-0845,2.0,0.0,0.559328,0.0,1.0,0.0,1
compliance-reference-0846,2.0,0.0,0.707267,0.0,2.0,0.0,1
compliance-reference-0847,1.0,1.0,0.331998,0.0,3.0,0.0,0
compliance-reference-0848,1.0,2.0,0.904096,0.0,4.0,1.0,1
compliance-reference-0849,2.0,0.0,0.506968,0.0,0.0,1.0,1
compliance-reference-0850,0.0,1.0,0.246407,0.0,1.0,0.0,0
compliance-reference-0851,1.0,3.0,0.452758,0.0,5.0,0.0,1
compliance-reference-0852,0.0,2.0,0.750783,0.0,1.0,0.0,0
compliance-reference-0853,1.0,4.0,0.265147,0.0,5.0,0.0,1
compliance-reference-0854,1.0,0.0,0.498562,0.0,3.0,0.0,0
compliance-reference-0855,1.0,0.0,0.232375,1.0,5.0,1.0,1
compliance-reference-0856,1.0,0.0,0.64664,0.0,4.0,1.0,1
compliance-reference-0857,2.0,1.0,0.929901,0.0,5.0,0.0,1
compliance-reference-0858,0.0,4.0,0.370477,0.0,0.0,0.0,0
compliance-reference-0859,1.0,3.0,0.932296,0.0,5.0,1.0,1
compliance-reference-0860,0.0,3.0,0.958041,0.0,3.0,0.0,0
compliance-reference-0861,2.0,3.0,0.483509,1.0,5.0,0.0,1
compliance-reference-0862,2.0,0.0,0.485466,1.0,3.0,0.0,1
compliance-reference-0863,2.0,2.0,0.582367,0.0,3.0,1.0,1
compliance-reference-0864,1.0,1.0,0.697504,0.0,2.0,0.0,0
compliance-reference-0865,0.0,4.0,0.26958,0.0,2.0,1.0,0
compliance-reference-0866,2.0,2.0,0.391735,1.0,2.0,0.0,1
compliance-reference-0867,2.0,3.0,0.788557,1.0,0.0,0.0,1
compliance-reference-0868,2.0,3.0,0.769606,1.0,5.0,1.0,1
compliance-reference-0869,1.0,1.0,0.686595,0.0,3.0,0.0,0
compliance-reference-0870,2.0,2.0,0.101243,0.0,4.0,0.0,1
compliance-reference-0871,1.0,2.0,0.711841,1.0,2.0,0.0,1
compliance-reference-0872,0.0,1.0,0.752313,0.0,2.0,0.0,0
compliance-reference-0873,0.0,2.0,0.960144,0.0,2.0,0.0,0
compliance-reference-0874,1.0,1.0,0.670002,1.0,3.0,0.0,1
compliance-reference-0875,1.0,4.0,0.179307,0.0,1.0,0.0,1
compliance-reference-0876,0.0,0.0,0.5874,1.0,0.0,0.0,0
compliance-reference-0877,2.0,0.0,0.165544,0.0,4.0,1.0,1
compliance-reference-0878,1.0,4.0,0.733581,0.0,2.0,0.0,1
compliance-reference-0879,1.0,4.0,0.936736,0.0,1.0,0.0,1
compliance-reference-0880,1.0,1.0,0.592554,0.0,2.0,1.0,0
compliance-reference-0881,0.0,4.0,0.489269,0.0,0.0,0.0,0
compliance-reference-0882,1.0,1.0,0.719606,1.0,0.0,0.0,1
compliance-reference-0883,1.0,2.0,0.500641,0.0,2.0,0.0,1
compliance-reference-0884,0.0,2.0,0.548507,0.0,1.0,0.0,0
compliance-reference-0885,1.0,1.0,0.693742,0.0,2.0,0.0,0
compliance-reference-0886,1.0,3.0,0.969849,0.0,2.0,0.0,1
compliance-reference-0887,0.0,2.0,0.79767,0.0,1.0,0.0,0
compliance-reference-0888,1.0,3.0,0.492579,0.0,4.0,0.0,1
compliance-reference-0889,1.0,2.0,0.594011,0.0,5.0,1.0,1
compliance-reference-0890,1.0,0.0,0.780752,1.0,0.0,0.0,0
compliance-reference-0891,0.0,3.0,0.450509,1.0,3.0,1.0,0
compliance-reference-0892,0.0,3.0,0.69716,0.0,0.0,1.0,0
compliance-reference-0893,0.0,4.0,0.261051,0.0,5.0,1.0,1
compliance-reference-0894,1.0,1.0,0.383333,0.0,1.0,1.0,1
compliance-reference-0895,1.0,2.0,0.27902,1.0,1.0,0.0,1
compliance-reference-0896,1.0,2.0,0.307397,0.0,3.0,1.0,1
compliance-reference-0897,1.0,1.0,0.483154,0.0,2.0,1.0,0
compliance-reference-0898,0.0,1.0,0.846776,1.0,5.0,1.0,1
compliance-reference-0899,1.0,2.0,0.37711,0.0,5.0,0.0,1
compliance-reference-0900,1.0,0.0,0.062498,0.0,5.0,0.0,0
compliance-reference-0901,1.0,2.0,0.688228,0.0,4.0,0.0,1
compliance-reference-0902,2.0,0.0,0.915747,0.0,1.0,0.0,1
compliance-reference-0903,2.0,3.0,0.862493,0.0,2.0,0.0,1
compliance-reference-0904,1.0,0.0,0.047926,0.0,1.0,1.0,0
compliance-reference-0905,2.0,1.0,0.444891,0.0,2.0,0.0,1
compliance-reference-0906,0.0,3.0,0.428379,0.0,0.0,0.0,0
compliance-reference-0907,0.0,1.0,0.848474,0.0,4.0,0.0,0
compliance-reference-0908,1.0,0.0,0.072613,0.0,4.0,0.0,0
compliance-reference-0909,1.0,4.0,0.514696,0.0,2.0,1.0,1
compliance-reference-0910,1.0,0.0,0.442664,0.0,5.0,0.0,0
compliance-reference-0911,2.0,2.0,0.510738,0.0,3.0,0.0,1
compliance-reference-0912,1.0,1.0,0.351045,0.0,1.0,1.0,0
compliance-reference-0913,1.0,4.0,0.952121,0.0,3.0,0.0,1
compliance-reference-0914,0.0,3.0,0.494884,1.0,2.0,0.0,0
compliance-reference-0915,0.0,2.0,0.917765,0.0,5.0,0.0,0
compliance-reference-0916,1.0,4.0,0.633086,0.0,3.0,0.0,1
compliance-reference-0917,2.0,3.0,0.117702,0.0,0.0,0.0,1
compliance-reference-0918,1.0,3.0,0.291361,0.0,3.0,0.0,0
compliance-reference-0919,0.0,0.0,0.813499,1.0,2.0,0.0,0
compliance-reference-0920,1.0,2.0,0.645572,0.0,1.0,1.0,1
compliance-reference-0921,1.0,1.0,0.021659,1.0,5.0,0.0,1
compliance-reference-0922,1.0,3.0,0.187701,1.0,3.0,1.0,1
compliance-reference-0923,0.0,4.0,0.329631,0.0,3.0,0.0,0
compliance-reference-0924,2.0,3.0,0.753028,0.0,0.0,0.0,1
compliance-reference-0925,0.0,4.0,0.576555,0.0,4.0,0.0,0
compliance-reference-0926,0.0,0.0,0.090077,0.0,4.0,0.0,0
compliance-reference-0927,0.0,4.0,0.660526,0.0,0.0,0.0,0
compliance-reference-0928,2.0,4.0,0.347306,0.0,4.0,0.0,1
compliance-reference-0929,0.0,3.0,0.20309,0.0,3.0,1.0,0
compliance-reference-0930,2.0,3.0,0.445779,0.0,2.0,0.0,1
compliance-reference-0931,1.0,3.0,0.846954,0.0,4.0,0.0,1
compliance-reference-0932,2.0,2.0,0.270253,0.0,5.0,0.0,1
compliance-reference-0933,2.0,3.0,0.518924,0.0,2.0,1.0,1
compliance-reference-0934,2.0,4.0,0.756342,0.0,4.0,0.0,1
compliance-reference-0935,1.0,3.0,0.240216,0.0,0.0,0.0,0
compliance-reference-0936,0.0,1.0,0.690322,0.0,1.0,1.0,0
compliance-reference-0937,0.0,2.0,0.652684,1.0,4.0,0.0,0
compliance-reference-0938,1.0,0.0,0.841826,1.0,1.0,0.0,1
compliance-reference-0939,1.0,0.0,0.589558,0.0,2.0,0.0,0
compliance-reference-0940,0.0,3.0,0.989165,0.0,1.0,0.0,0
compliance-reference-0941,1.0,1.0,0.506121,0.0,1.0,1.0,1
compliance-reference-0942,1.0,4.0,0.479191,0.0,5.0,1.0,1
compliance-reference-0943,2.0,3.0,0.064183,1.0,1.0,0.0,1
compliance-reference-0944,1.0,2.0,0.965807,0.0,0.0,0.0,1
compliance-reference-0945,0.0,4.0,0.980222,0.0,5.0,1.0,1
compliance-reference-0946,2.0,4.0,0.416847,0.0,2.0,0.0,1
compliance-reference-0947,2.0,2.0,0.875942,0.0,1.0,0.0,1
compliance-reference-0948,0.0,2.0,0.548519,0.0,3.0,1.0,0
compliance-reference-0949,0.0,4.0,0.943955,0.0,1.0,1.0,0
compliance-reference-0950,1.0,3.0,0.117353,1.0,2.0,0.0,1
compliance-reference-0951,1.0,3.0,0.620016,1.0,2.0,0.0,1
compliance-reference-0952,2.0,4.0,0.84068,0.0,0.0,1.0,1
compliance-reference-0953,1.0,2.0,0.41773,1.0,0.0,1.0,1
compliance-reference-0954,1.0,0.0,0.585949,0.0,2.0,0.0,0
compliance-reference-0955,0.0,1.0,0.10159,0.0,3.0,0.0,0
compliance-reference-0956,0.0,3.0,0.923337,0.0,3.0,0.0,0
compliance-reference-0957,1.0,4.0,0.55784,0.0,0.0,0.0,1
compliance-reference-0958,0.0,1.0,0.59424,1.0,4.0,0.0,0
compliance-reference-0959,2.0,1.0,0.912241,0.0,4.0,1.0,1
compliance-reference-0960,1.0,0.0,0.445898,0.0,2.0,1.0,0
compliance-reference-0961,0.0,0.0,0.788459,0.0,0.0,0.0,0
compliance-reference-0962,1.0,4.0,0.51072,1.0,5.0,0.0,1
compliance-reference-0963,2.0,3.0,0.916426,0.0,1.0,1.0,1
compliance-reference-0964,0.0,1.0,0.778712,0.0,3.0,0.0,0
compliance-reference-0965,0.0,2.0,0.127121,1.0,2.0,0.0,0
compliance-reference-0966,1.0,1.0,0.050738,0.0,4.0,1.0,1
compliance-reference-0967,0.0,3.0,0.569222,0.0,5.0,0.0,0
compliance-reference-0968,0.0,3.0,0.102583,0.0,0.0,0.0,0
compliance-reference-0969,2.0,1.0,0.182936,0.0,0.0,1.0,1
compliance-reference-0970,2.0,0.0,0.676067,0.0,0.0,0.0,1
compliance-reference-0971,0.0,1.0,0.720872,0.0,2.0,0.0,0
compliance-reference-0972,2.0,1.0,0.7797,1.0,3.0,0.0,1
compliance-reference-0973,2.0,1.0,0.028753,1.0,0.0,1.0,1
compliance-reference-0974,2.0,2.0,0.102272,0.0,3.0,0.0,1
compliance-reference-0975,2.0,0.0,0.310668,0.0,2.0,0.0,1
compliance-reference-0976,2.0,2.0,0.815947,0.0,5.0,0.0,1
compliance-reference-0977,0.0,2.0,0.799017,1.0,3.0,0.0,0
compliance-reference-0978,1.0,4.0,0.55269,1.0,4.0,0.0,1
compliance-reference-0979,1.0,2.0,0.31407,0.0,5.0,0.0,0
compliance-reference-0980,1.0,3.0,0.132325,0.0,2.0,0.0,1
compliance-reference-0981,0.0,0.0,0.324634,0.0,1.0,0.0,0
compliance-reference-0982,0.0,4.0,0.458108,1.0,4.0,1.0,1
compliance-reference-0983,2.0,0.0,0.464284,0.0,3.0,0.0,1
compliance-reference-0984,1.0,4.0,0.459625,0.0,2.0,0.0,1
compliance-reference-0985,1.0,2.0,0.464515,1.0,5.0,0.0,1
compliance-reference-0986,1.0,0.0,0.712562,0.0,3.0,0.0,0
compliance-reference-0987,0.0,2.0,0.862148,0.0,4.0,0.0,0
compliance-reference-0988,2.0,0.0,0.024313,0.0,3.0,0.0,1
compliance-reference-0989,0.0,0.0,0.416602,0.0,1.0,1.0,0
compliance-reference-0990,0.0,0.0,0.641239,1.0,4.0,0.0,0
compliance-reference-0991,1.0,4.0,0.80115,1.0,4.0,0.0,1
compliance-reference-0992,0.0,1.0,0.338407,1.0,5.0,0.0,0
compliance-reference-0993,0.0,3.0,0.742884,0.0,2.0,1.0,0
compliance-reference-0994,0.0,3.0,0.740513,0.0,2.0,0.0,0
compliance-reference-0995,1.0,1.0,0.062221,1.0,0.0,0.0,0
compliance-reference-0996,2.0,4.0,0.059962,0.0,1.0,0.0,1
compliance-reference-0997,0.0,3.0,0.678933,0.0,1.0,0.0,0
compliance-reference-0998,0.0,3.0,0.517829,1.0,1.0,0.0,0
compliance-reference-0999,2.0,1.0,0.620377,1.0,2.0,1.0,1
compliance-reference-1000,0.0,1.0,0.144924,0.0,5.0,0.0,0
compliance-reference-1001,1.0,4.0,0.458994,0.0,0.0,0.0,1
compliance-reference-1002,0.0,2.0,0.714894,0.0,5.0,0.0,0
compliance-reference-1003,2.0,1.0,0.284943,0.0,3.0,0.0,1
compliance-reference-1004,1.0,3.0,0.89032,0.0,5.0,1.0,1
compliance-reference-1005,2.0,3.0,0.753289,0.0,3.0,1.0,1
compliance-reference-1006,0.0,3.0,0.991892,0.0,0.0,1.0,1
compliance-reference-1007,1.0,4.0,0.597273,0.0,0.0,0.0,1
compliance-reference-1008,1.0,1.0,0.569186,0.0,5.0,0.0,1
compliance-reference-1009,0.0,2.0,0.838057,0.0,5.0,1.0,0
compliance-reference-1010,1.0,1.0,0.844696,0.0,5.0,0.0,0
compliance-reference-1011,2.0,2.0,0.377767,0.0,3.0,0.0,1
compliance-reference-1012,1.0,1.0,0.005918,0.0,2.0,1.0,0
compliance-reference-1013,2.0,4.0,0.563547,1.0,2.0,0.0,1
compliance-reference-1014,2.0,4.0,0.481908,0.0,2.0,1.0,1
compliance-reference-1015,0.0,4.0,0.332367,0.0,5.0,0.0,1
compliance-reference-1016,1.0,2.0,0.513484,1.0,5.0,0.0,1
compliance-reference-1017,0.0,2.0,0.925951,1.0,0.0,0.0,0
compliance-reference-1018,0.0,4.0,0.265087,0.0,0.0,0.0,0
compliance-reference-1019,2.0,3.0,0.911691,0.0,3.0,0.0,1
compliance-reference-1020,2.0,0.0,0.874802,0.0,0.0,0.0,1
compliance-reference-1021,2.0,0.0,0.459015,1.0,0.0,1.0,1
compliance-reference-1022,2.0,2.0,0.483086,0.0,4.0,0.0,1
compliance-reference-1023,0.0,2.0,0.857195,0.0,5.0,0.0,0
compliance-reference-1024,0.0,2.0,0.181089,0.0,1.0,0.0,0
compliance-reference-1025,1.0,4.0,0.404977,0.0,4.0,0.0,1
compliance-reference-1026,2.0,3.0,0.932515,0.0,3.0,0.0,1
compliance-reference-1027,2.0,1.0,0.453482,1.0,1.0,0.0,1
compliance-reference-1028,2.0,1.0,0.400745,0.0,4.0,0.0,1
compliance-reference-1029,2.0,4.0,0.75912,1.0,1.0,0.0,1
compliance-reference-1030,2.0,0.0,0.941906,0.0,2.0,1.0,1
compliance-reference-1031,2.0,1.0,0.076782,0.0,5.0,0.0,1
compliance-reference-1032,1.0,1.0,0.942297,0.0,3.0,0.0,0
compliance-reference-1033,2.0,3.0,0.628645,0.0,1.0,0.0,1
compliance-reference-1034,1.0,0.0,0.991831,0.0,5.0,1.0,1
compliance-reference-1035,1.0,3.0,0.654993,0.0,0.0,1.0,1
compliance-reference-1036,1.0,0.0,0.364529,0.0,1.0,0.0,0
compliance-reference-1037,2.0,0.0,0.2408,0.0,2.0,1.0,1
compliance-reference-1038,2.0,2.0,0.603631,0.0,4.0,0.0,1
compliance-reference-1039,0.0,0.0,0.0341,1.0,5.0,0.0,0
compliance-reference-1040,2.0,2.0,0.075664,0.0,2.0,1.0,1
compliance-reference-1041,2.0,2.0,0.177246,1.0,2.0,0.0,1
compliance-reference-1042,2.0,4.0,0.199337,0.0,1.0,0.0,1
compliance-reference-1043,0.0,1.0,0.083571,0.0,3.0,0.0,0
compliance-reference-1044,2.0,0.0,0.45604,0.0,5.0,0.0,1
compliance-reference-1045,2.0,0.0,0.772945,1.0,5.0,0.0,1
compliance-reference-1046,2.0,1.0,0.254889,0.0,5.0,1.0,1
compliance-reference-1047,2.0,1.0,0.10312,0.0,1.0,0.0,1
compliance-reference-1048,0.0,0.0,0.649729,0.0,0.0,0.0,0
compliance-reference-1049,2.0,2.0,0.573991,1.0,3.0,0.0,1
compliance-reference-1050,1.0,0.0,0.662019,1.0,0.0,0.0,0
compliance-reference-1051,2.0,4.0,0.923195,0.0,3.0,0.0,1
compliance-reference-1052,1.0,2.0,0.607312,1.0,5.0,0.0,1
compliance-reference-1053,2.0,4.0,0.674104,1.0,1.0,0.0,1
compliance-reference-1054,0.0,4.0,0.206334,0.0,2.0,1.0,0
compliance-reference-1055,0.0,3.0,0.155825,0.0,4.0,1.0,0
compliance-reference-1056,0.0,0.0,0.220811,0.0,4.0,0.0,0
compliance-reference-1057,1.0,2.0,0.961705,0.0,4.0,0.0,1
compliance-reference-1058,0.0,0.0,0.797089,0.0,5.0,0.0,0
compliance-reference-1059,1.0,2.0,0.62765,0.0,3.0,0.0,1
compliance-reference-1060,0.0,0.0,0.051052,1.0,1.0,0.0,0
compliance-reference-1061,2.0,4.0,0.948398,0.0,4.0,0.0,1
compliance-reference-1062,0.0,4.0,0.907814,0.0,1.0,0.0,0
compliance-reference-1063,1.0,1.0,0.410252,0.0,2.0,0.0,0
compliance-reference-1064,0.0,1.0,0.394486,0.0,2.0,0.0,0
compliance-reference-1065,2.0,0.0,0.094925,0.0,4.0,0.0,1
compliance-reference-1066,1.0,0.0,0.233639,0.0,0.0,0.0,0
compliance-reference-1067,2.0,2.0,0.416258,0.0,4.0,0.0,1
compliance-reference-1068,0.0,4.0,0.668278,0.0,4.0,1.0,1
compliance-reference-1069,0.0,3.0,0.399969,1.0,2.0,0.0,0
compliance-reference-1070,2.0,3.0,0.481904,0.0,3.0,1.0,1
compliance-reference-1071,2.0,1.0,0.869636,0.0,2.0,0.0,1
compliance-reference-1072,2.0,2.0,0.731605,0.0,0.0,1.0,1
compliance-reference-1073,0.0,3.0,0.826392,0.0,2.0,0.0,0
compliance-reference-1074,0.0,4.0,0.092827,0.0,0.0,0.0,0
compliance-reference-1075,1.0,2.0,0.158327,1.0,3.0,1.0,1
compliance-reference-1076,1.0,3.0,0.308492,0.0,4.0,0.0,1
compliance-reference-1077,2.0,1.0,0.077868,1.0,4.0,0.0,1
compliance-reference-1078,2.0,0.0,0.442584,0.0,4.0,1.0,1
compliance-reference-1079,2.0,0.0,0.908632,0.0,5.0,0.0,1
compliance-reference-1080,2.0,1.0,0.951016,0.0,3.0,0.0,1
compliance-reference-1081,1.0,3.0,0.121,0.0,5.0,1.0,1
compliance-reference-1082,1.0,4.0,0.567661,1.0,3.0,1.0,1
compliance-reference-1083,2.0,1.0,0.041704,1.0,3.0,1.0,1
compliance-reference-1084,0.0,1.0,0.344993,0.0,4.0,0.0,0
compliance-reference-1085,0.0,0.0,0.417174,0.0,4.0,1.0,0
compliance-reference-1086,0.0,3.0,0.292503,0.0,1.0,0.0,0
compliance-reference-1087,1.0,0.0,0.603561,0.0,4.0,1.0,0
compliance-reference-1088,2.0,1.0,0.330059,0.0,3.0,0.0,1
compliance-reference-1089,1.0,3.0,0.252501,0.0,4.0,0.0,1
compliance-reference-1090,2.0,4.0,0.788932,1.0,5.0,1.0,1
compliance-reference-1091,2.0,2.0,0.265551,0.0,3.0,0.0,1
compliance-reference-1092,1.0,2.0,0.466687,0.0,0.0,0.0,0
compliance-reference-1093,2.0,2.0,0.710679,0.0,1.0,1.0,1
compliance-reference-1094,2.0,4.0,0.237992,0.0,1.0,0.0,1
compliance-reference-1095,2.0,0.0,0.271109,1.0,0.0,1.0,1
compliance-reference-1096,1.0,1.0,0.707005,0.0,1.0,0.0,0
compliance-reference-1097,2.0,3.0,0.038506,1.0,0.0,0.0,1
compliance-reference-1098,0.0,4.0,0.503964,1.0,3.0,0.0,1
compliance-reference-1099,2.0,0.0,0.051554,0.0,3.0,0.0,1
compliance-reference-1100,2.0,1.0,0.819853,0.0,0.0,0.0,1
compliance-reference-1101,0.0,1.0,0.798233,1.0,2.0,1.0,0
compliance-reference-1102,2.0,3.0,0.677865,0.0,0.0,0.0,1
compliance-reference-1103,2.0,3.0,0.007752,0.0,0.0,0.0,1
compliance-reference-1104,0.0,1.0,0.787018,0.0,1.0,0.0,0
compliance-reference-1105,1.0,3.0,0.393354,0.0,0.0,0.0,1
compliance-reference-1106,0.0,1.0,0.188675,0.0,5.0,0.0,0
compliance-reference-1107,1.0,2.0,0.892975,0.0,1.0,1.0,1
compliance-reference-1108,2.0,2.0,0.651407,1.0,3.0,1.0,1
compliance-reference-1109,1.0,3.0,0.379694,0.0,1.0,0.0,0
compliance-reference-1110,1.0,4.0,0.910326,0.0,0.0,0.0,1
compliance-reference-1111,2.0,3.0,0.036201,0.0,1.0,0.0,1
compliance-reference-1112,1.0,4.0,0.104839,0.0,5.0,1.0,1
compliance-reference-1113,1.0,4.0,0.287473,1.0,3.0,1.0,1
compliance-reference-1114,0.0,2.0,0.189555,0.0,2.0,0.0,0
compliance-reference-1115,2.0,4.0,0.276511,0.0,3.0,0.0,1
compliance-reference-1116,2.0,2.0,0.693786,1.0,3.0,1.0,1
compliance-reference-1117,1.0,2.0,0.042551,1.0,5.0,0.0,1
compliance-reference-1118,2.0,1.0,0.366079,0.0,3.0,0.0,1
compliance-reference-1119,1.0,3.0,0.905666,0.0,3.0,1.0,1
compliance-reference-1120,0.0,1.0,0.022298,1.0,5.0,0.0,0
compliance-reference-1121,1.0,0.0,0.336355,0.0,3.0,1.0,0
compliance-reference-1122,0.0,1.0,0.384523,0.0,4.0,0.0,0
compliance-reference-1123,0.0,3.0,0.409998,1.0,0.0,1.0,1
compliance-reference-1124,1.0,4.0,0.274766,0.0,1.0,0.0,1
compliance-reference-1125,0.0,3.0,0.028823,1.0,1.0,0.0,1
compliance-reference-1126,2.0,3.0,0.208211,1.0,0.0,0.0,1
