sample_id,coverage,risk_alignment,resource_efficiency,constraint_fit,authorization,lstm_trend,priority,objective_fit,label
decision-reference-0556,0.453183,0.211785,0.378881,0.356605,1.0,0.655427,0.249915,0.411084,0
decision-reference-0557,0.085045,0.564154,0.699102,0.140518,1.0,0.547034,0.840041,0.253606,1
decision-reference-0558,0.499164,0.601721,0.180495,0.100564,1.0,0.912013,0.144591,0.539168,1
decision-reference-0559,0.254535,0.094618,0.193256,0.326915,0.0,0.663064,0.765478,0.53601,0
decision-reference-0560,0.106121,0.82435,0.562362,0.710065,1.0,0.116093,0.535628,0.714589,1
decision-reference-0561,0.295758,0.950434,0.047036,0.684569,1.0,0.658894,0.812746,0.408375,1
decision-reference-0562,0.991218,0.611001,0.197667,0.923667,1.0,0.703884,0.081403,0.055552,1
decision-reference-0563,0.04953,0.776928,0.957639,0.80437,1.0,0.050504,0.574139,0.831092,1
decision-reference-0564,0.044062,0.826632,0.721078,0.472228,1.0,0.378222,0.017147,0.929505,1
decision-reference-0565,0.532013,0.673081,0.231463,0.613588,0.0,0.730025,0.25553,0.757754,1
decision-reference-0566,0.053123,0.824314,0.703426,0.56879,1.0,0.761442,0.348162,0.721779,1
decision-reference-0567,0.653407,0.760046,0.706529,0.010162,1.0,0.292826,0.033018,0.264556,1
decision-reference-0568,0.355926,0.539046,0.924376,0.869196,1.0,0.534598,0.759089,0.613603,1
decision-reference-0569,0.201705,0.777809,0.068973,0.041674,1.0,0.083373,0.167147,0.457444,0
decision-reference-0570,0.245925,0.992897,0.468036,0.420987,1.0,0.562226,0.718816,0.605451,1
decision-reference-0571,0.234388,0.371333,0.854012,0.2209,0.0,0.581075,0.440117,0.733927,0
decision-reference-0572,0.327026,0.052577,0.231945,0.171231,1.0,0.192105,0.854097,0.404377,0
decision-reference-0573,0.823345,0.954847,0.799632,0.252638,1.0,0.700785,0.419131,0.665495,1
decision-reference-0574,0.784531,0.123982,0.952628,0.281886,1.0,0.628465,0.681044,0.092568,1
decision-reference-0575,0.943816,0.278258,0.167845,0.332075,1.0,0.994025,0.342282,0.838029,1
decision-reference-0576,0.242323,0.822366,0.225217,0.06234,1.0,0.61177,0.871698,0.963897,0
decision-reference-0577,0.704919,0.593052,0.260189,0.893895,1.0,0.423767,0.477149,0.878715,1
decision-reference-0578,0.596673,0.816241,0.572422,0.272513,0.0,0.849212,0.692443,0.584414,1
decision-reference-0579,0.863898,0.57106,0.648354,0.556495,1.0,0.114489,0.470503,0.288424,1
decision-reference-0580,0.91265,0.8038,0.92495,0.164083,1.0,0.677615,0.864916,0.329755,1
decision-reference-0581,0.031605,0.397091,0.978174,0.491016,1.0,0.07431,0.866604,0.139459,0
decision-reference-0582,0.693772,0.12494,0.631676,0.208427,1.0,0.546435,0.461443,0.841007,1
decision-reference-0583,0.141504,0.764364,0.943398,0.347594,1.0,0.11657,0.947269,0.111565,0
decision-reference-0584,0.293329,0.744458,0.360325,0.61728,1.0,0.000809,0.303351,0.569501,1
decision-reference-0585,0.78133,0.215161,0.693073,0.852218,1.0,0.729335,0.083674,0.07713,1
decision-reference-0586,0.044423,0.605868,0.511984,0.569503,1.0,0.56901,0.106117,0.110797,0
decision-reference-0587,0.889649,0.130044,0.361729,0.171053,1.0,0.129916,0.43221,0.065875,0
decision-reference-0588,0.53394,0.577952,0.449194,0.216507,1.0,0.165461,0.764403,0.198983,0
decision-reference-0589,0.336988,0.396311,0.52328,0.761676,1.0,0.037293,0.76408,0.812405,1
decision-reference-0590,0.526545,0.557384,0.813471,0.829106,1.0,0.062159,0.060416,0.516433,1
decision-reference-0591,0.4742,0.612506,0.984804,0.712785,1.0,0.327227,0.242945,0.951736,1
decision-reference-0592,0.127447,0.81429,0.60374,0.787926,1.0,0.036646,0.664287,0.324402,0
decision-reference-0593,0.574381,0.63115,0.890419,0.959386,0.0,0.379783,0.889758,0.173412,1
decision-reference-0594,0.911896,0.16055,0.865862,0.837113,1.0,0.028501,0.249184,0.133506,1
decision-reference-0595,0.048152,0.116583,0.864686,0.864851,0.0,0.655493,0.318702,0.234397,0
decision-reference-0596,0.238473,0.255043,0.674412,0.254656,0.0,0.643222,0.974224,0.513034,0
decision-reference-0597,0.164111,0.001698,0.260428,0.179567,1.0,0.413401,0.734613,0.153704,0
decision-reference-0598,0.271178,0.286489,0.256714,0.656625,1.0,0.787734,0.370204,0.644492,0
decision-reference-0599,0.356166,0.262073,0.287087,0.646236,1.0,0.654169,0.416624,0.893433,1
decision-reference-0600,0.638063,0.468636,0.482343,0.692681,1.0,0.264809,0.915428,0.08982,1
decision-reference-0601,0.3974,0.881888,0.168612,0.957783,1.0,0.638525,0.767424,0.739857,1
decision-reference-0602,0.995451,0.852794,0.096899,0.310139,0.0,0.266833,0.839434,0.348197,1
decision-reference-0603,0.444169,0.423883,0.332673,0.691118,0.0,0.505185,0.651066,0.416772,0
decision-reference-0604,0.058077,0.363358,0.889648,0.19023,1.0,0.273846,0.781213,0.379224,0
decision-reference-0605,0.565376,0.654576,0.086239,0.663683,1.0,0.085989,0.595914,0.152338,1
decision-reference-0606,0.890668,0.011502,0.975982,0.9757,1.0,0.747718,0.262028,0.19944,1
decision-reference-0607,0.353905,0.644844,0.205739,0.376886,1.0,0.164525,0.318104,0.1176,0
decision-reference-0608,0.647776,0.953448,0.676248,0.850778,1.0,0.051971,0.821304,0.399075,1
decision-reference-0609,0.763068,0.879291,0.720265,0.658632,0.0,0.58932,0.807532,0.889883,1
decision-reference-0610,0.509159,0.939184,0.827956,0.306489,1.0,0.834436,0.524366,0.146176,1
decision-reference-0611,0.007453,0.194483,0.494012,0.475447,1.0,0.595941,0.911046,0.311547,0
decision-reference-0612,0.321415,0.072558,0.590721,0.345957,1.0,0.06629,0.877121,0.293887,0
decision-reference-0613,0.799958,0.674676,0.611504,0.711705,1.0,0.514733,0.67633,0.920052,1
decision-reference-0614,0.580296,0.019698,0.320319,0.630357,1.0,0.182334,0.980659,0.814611,1
decision-reference-0615,0.290671,0.818557,0.65831,0.183325,1.0,0.026074,0.108351,0.928505,0
decision-reference-0616,0.750288,0.069652,0.213347,0.951402,1.0,0.733002,0.114361,0.403391,1
decision-reference-0617,0.433686,0.307439,0.453286,0.637232,1.0,0.221402,0.832758,0.990757,1
decision-reference-0618,0.261753,0.2291,0.574102,0.608286,1.0,0.292319,0.687618,0.749875,1
decision-reference-0619,0.760984,0.5835,0.170729,0.741672,1.0,0.29432,0.688546,0.899269,1
decision-reference-0620,0.103749,0.118542,0.149434,0.456217,0.0,0.535916,0.158921,0.013807,0
decision-reference-0621,0.973625,0.127549,0.008606,0.939857,1.0,0.292764,0.34759,0.344327,1
decision-reference-0622,0.751054,0.309124,0.788664,0.460884,1.0,0.389532,0.354631,0.680653,1
decision-reference-0623,0.454311,0.469656,0.9742,0.088511,1.0,0.677431,0.47597,0.59057,1
decision-reference-0624,0.031699,0.966933,0.092257,0.282615,0.0,0.317245,0.161294,0.600338,0
decision-reference-0625,0.425895,0.247165,0.02493,0.476499,1.0,0.321358,0.357946,0.624219,0
decision-reference-0626,0.835834,0.32678,0.706681,0.046146,1.0,0.1248,0.7436,0.106844,1
decision-reference-0627,0.738015,0.606408,0.765929,0.448021,1.0,0.382054,0.235902,0.654566,1
decision-reference-0628,0.548448,0.897922,0.258693,0.692235,1.0,0.137308,0.93567,0.722541,1
decision-reference-0629,0.766349,0.440593,0.715991,0.528002,0.0,0.068765,0.942286,0.20339,1
decision-reference-0630,0.09796,0.272817,0.21492,0.870034,1.0,0.050346,0.244762,0.970643,0
decision-reference-0631,0.99604,0.022307,0.217277,0.628074,1.0,0.582743,0.884498,0.937052,1
decision-reference-0632,0.517085,0.047647,0.631057,0.553723,1.0,0.871819,0.285622,0.012995,1
decision-reference-0633,0.34892,0.643068,0.135887,0.891829,1.0,0.989224,0.287822,0.665773,1
decision-reference-0634,0.47279,0.911292,0.584177,0.037138,0.0,0.135628,0.689226,0.487369,0
decision-reference-0635,0.528316,0.524409,0.62049,0.368858,1.0,0.423204,0.019794,0.28964,0
decision-reference-0636,0.142492,0.601021,0.182893,0.571085,1.0,0.51284,0.451863,0.116926,0
decision-reference-0637,0.780715,0.706053,0.645124,0.058965,0.0,0.824614,0.78634,0.151685,0
decision-reference-0638,0.707742,0.955412,0.175406,0.506202,0.0,0.865555,0.399184,0.184655,1
decision-reference-0639,0.087282,0.788807,0.84793,0.009881,1.0,0.795241,0.377732,0.226326,1
decision-reference-0640,0.981545,0.11618,0.304292,0.327516,1.0,0.74957,0.517832,0.490267,1
decision-reference-0641,0.451722,0.201821,0.85665,0.528337,1.0,0.562923,0.919524,0.862577,1
decision-reference-0642,0.757369,0.615446,0.861446,0.940013,1.0,0.837719,0.770422,0.989129,1
decision-reference-0643,0.813026,0.521189,0.827282,0.545827,1.0,0.747632,0.699376,0.64176,1
decision-reference-0644,0.516968,0.471155,0.39379,0.31757,0.0,0.566823,0.457424,0.053868,0
decision-reference-0645,0.206174,0.264439,0.077284,0.987761,1.0,0.921881,0.009222,0.925199,0
decision-reference-0646,0.919588,0.476769,0.624028,0.576256,1.0,0.436046,0.139282,0.940247,1
decision-reference-0647,0.700635,0.536513,0.327395,0.829873,1.0,0.166317,0.953444,0.619348,1
decision-reference-0648,0.459421,0.591355,0.090636,0.768888,1.0,0.569977,0.419205,0.830128,1
decision-reference-0649,0.207684,0.844713,0.174121,0.845406,1.0,0.168255,0.702952,0.195624,1
decision-reference-0650,0.236698,0.327728,0.120495,0.216631,0.0,0.364015,0.468498,0.155126,0
decision-reference-0651,0.363371,0.243104,0.141539,0.184369,1.0,0.368136,0.557213,0.484473,0
decision-reference-0652,0.211613,0.980856,0.368728,0.047416,1.0,0.963427,0.882639,0.753603,1
decision-reference-0653,0.870954,0.740058,0.291085,0.61553,1.0,0.109066,0.292336,0.044519,1
decision-reference-0654,0.751201,0.050817,0.695696,0.338489,0.0,0.860725,0.458483,0.790807,0
decision-reference-0655,0.541195,0.315676,0.527836,0.554869,0.0,0.773138,0.592728,0.529934,0
decision-reference-0656,0.007711,0.789088,0.490099,0.408858,1.0,0.559782,0.007313,0.131528,0
decision-reference-0657,0.112386,0.997846,0.595139,0.632318,1.0,0.330921,0.859853,0.850948,1
decision-reference-0658,0.957516,0.631364,0.434607,0.381092,1.0,0.554299,0.702652,0.660279,1
decision-reference-0659,0.071678,0.464115,0.194445,0.349127,1.0,0.147405,0.804055,0.695438,0
decision-reference-0660,0.458389,0.696324,0.680192,0.555669,0.0,0.249739,0.188976,0.822811,0
decision-reference-0661,0.757095,0.325345,0.281361,0.222589,1.0,0.389495,0.789998,0.109944,0
decision-reference-0662,0.806642,0.05441,0.437055,0.33147,1.0,0.390864,0.002993,0.135986,0
decision-reference-0663,0.522029,0.644493,0.218903,0.119118,1.0,0.766318,0.896135,0.630682,1
decision-reference-0664,0.225004,0.597417,0.624266,0.947628,1.0,0.18363,0.86311,0.799373,1
decision-reference-0665,0.444271,0.391294,0.832002,0.372949,1.0,0.102385,0.663507,0.289924,1
decision-reference-0666,0.037534,0.755888,0.469127,0.243951,1.0,0.007434,0.525294,0.323407,0
decision-reference-0667,0.207527,0.092044,0.39896,0.449698,1.0,0.787172,0.127019,0.772213,1
decision-reference-0668,0.215377,0.955121,0.345334,0.886099,1.0,0.868703,0.921417,0.799833,1
decision-reference-0669,0.159865,0.567216,0.416454,0.238374,1.0,0.946412,0.508161,0.851987,1
decision-reference-0670,0.403825,0.054833,0.279709,0.903464,0.0,0.789736,0.20511,0.03305,0
decision-reference-0671,0.774383,0.997378,0.033633,0.162929,1.0,0.463826,0.799478,0.401061,1
decision-reference-0672,0.824089,0.76829,0.393542,0.761987,1.0,0.556396,0.61529,0.439692,1
decision-reference-0673,0.158017,0.348082,0.747195,0.357294,1.0,0.548798,0.518013,0.796478,0
decision-reference-0674,0.281483,0.262786,0.414564,0.272235,1.0,0.599514,0.135421,0.945476,0
decision-reference-0675,0.764335,0.347854,0.818624,0.973499,1.0,0.020644,0.14278,0.625532,1
decision-reference-0676,0.059376,0.759712,0.575313,0.207792,1.0,0.836985,0.669286,0.70203,0
decision-reference-0677,0.989256,0.471927,0.273851,0.747501,1.0,0.573184,0.130686,0.697316,1
decision-reference-0678,0.293558,0.361563,0.669889,0.808374,1.0,0.225008,0.829217,0.407651,1
decision-reference-0679,0.026443,0.063488,0.790855,0.361213,1.0,0.744706,0.902915,0.124176,0
decision-reference-0680,0.905033,0.854416,0.597091,0.439523,1.0,0.892294,0.015868,0.576701,1
decision-reference-0681,0.815643,0.712218,0.318911,0.096737,1.0,0.563514,0.571358,0.668497,1
decision-reference-0682,0.09196,0.904348,0.286236,0.331739,0.0,0.591827,0.386737,0.95315,0
decision-reference-0683,0.90529,0.682147,0.541583,0.270096,1.0,0.29632,0.7652,0.638529,1
decision-reference-0684,0.439736,0.239429,0.83167,0.095769,1.0,0.087666,0.209484,0.011354,0
decision-reference-0685,0.842071,0.446453,0.017236,0.680689,1.0,0.550824,0.965065,0.686422,1
decision-reference-0686,0.071431,0.682282,0.262278,0.60802,1.0,0.49771,0.825994,0.867791,1
decision-reference-0687,0.547284,0.158361,0.079833,0.879449,1.0,0.510668,0.072765,0.527348,0
decision-reference-0688,0.055576,0.27858,0.319462,0.89171,1.0,0.051069,0.261632,0.862004,1
decision-reference-0689,0.889411,0.643599,0.887043,0.980665,0.0,0.704643,0.421396,0.33926,1
decision-reference-0690,0.831823,0.305372,0.30071,0.711619,1.0,0.73134,0.407222,0.940637,1
decision-reference-0691,0.275917,0.522022,0.501394,0.588803,1.0,0.268698,0.088582,0.81955,0
decision-reference-0692,0.172921,0.03301,0.01444,0.54195,1.0,0.320843,0.648298,0.189901,0
decision-reference-0693,0.774112,0.163644,0.293146,0.701377,1.0,0.527238,0.53522,0.599982,1
decision-reference-0694,0.826681,0.720944,0.594883,0.413426,1.0,0.591655,0.520111,0.92012,1
decision-reference-0695,0.115399,0.049398,0.295359,0.94063,1.0,0.17893,0.725618,0.334978,0
decision-reference-0696,0.13471,0.717173,0.803793,0.323343,1.0,0.434945,0.873916,0.846181,1
decision-reference-0697,0.509288,0.77023,0.770231,0.27002,0.0,0.168711,0.461628,0.231908,1
decision-reference-0698,0.686237,0.841726,0.426521,0.480529,1.0,0.561663,0.808268,0.698769,1
decision-reference-0699,0.532896,0.58442,0.029856,0.552525,1.0,0.221439,0.896189,0.031114,0
decision-reference-0700,0.770378,0.753269,0.42382,0.933112,1.0,0.511682,0.708712,0.538763,1
decision-reference-0701,0.917071,0.919551,0.26425,0.456625,1.0,0.816026,0.185534,0.235603,1
decision-reference-0702,0.34309,0.887446,0.234993,0.185822,1.0,0.043268,0.59467,0.581852,0
decision-reference-0703,0.295829,0.262101,0.25687,0.626723,1.0,0.124913,0.451816,0.796223,0
decision-reference-0704,0.937475,0.054964,0.324478,0.33539,1.0,0.511571,0.20989,0.771863,1
decision-reference-0705,0.20359,0.292567,0.355949,0.363679,1.0,0.855834,0.233738,0.674546,0
decision-reference-0706,0.349912,0.149588,0.094192,0.342724,1.0,0.317931,0.127098,0.697851,0
decision-reference-0707,0.266473,0.326943,0.743242,0.474998,1.0,0.487274,0.524273,0.481019,1
decision-reference-0708,0.319495,0.716542,0.755322,0.441704,1.0,0.402878,0.24459,0.925387,1
decision-reference-0709,0.77734,0.336083,0.424163,0.492513,1.0,0.130762,0.602536,0.978136,1
decision-reference-0710,0.26085,0.888305,0.820646,0.16121,0.0,0.29591,0.080693,0.666259,0
decision-reference-0711,0.312973,0.463401,0.490804,0.236032,1.0,0.609192,0.687392,0.587733,0
decision-reference-0712,0.80223,0.721868,0.29687,0.188681,1.0,0.956828,0.49043,0.540201,1
decision-reference-0713,0.143838,0.512035,0.467291,0.871357,0.0,0.174034,0.211032,0.369819,0
decision-reference-0714,0.139992,0.677949,0.73164,0.86681,1.0,0.923386,0.064038,0.944527,1
decision-reference-0715,0.125564,0.811469,0.64842,0.006846,1.0,0.769911,0.611517,0.283983,0
decision-reference-0716,0.830426,0.660558,0.544504,0.101923,1.0,0.149546,0.490858,0.623001,1
decision-reference-0717,0.136848,0.019711,0.038198,0.824643,1.0,0.790587,0.331603,0.018662,0
decision-reference-0718,0.720145,0.150739,0.33792,0.025097,1.0,0.604417,0.610745,0.82945,1
decision-reference-0719,0.770018,0.13212,0.027158,0.390172,1.0,0.014731,0.566591,0.852267,1
decision-reference-0720,0.905124,0.419255,0.505874,0.610361,1.0,0.698884,0.634065,0.404578,1
decision-reference-0721,0.309294,0.057505,0.546388,0.153591,0.0,0.214836,0.169034,0.889163,0
decision-reference-0722,0.57215,0.538485,0.748141,0.151952,1.0,0.596994,0.920055,0.620961,1
decision-reference-0723,0.244802,0.759725,0.54509,0.014497,1.0,0.347657,0.866165,0.521315,1
decision-reference-0724,0.011126,0.11214,0.54821,0.991504,1.0,0.624012,0.502789,0.627327,0
decision-reference-0725,0.23738,0.28286,0.598334,0.194919,0.0,0.818565,0.15314,0.741948,0
decision-reference-0726,0.428061,0.984943,0.518,0.838733,1.0,0.944683,0.988704,0.245629,1
decision-reference-0727,0.788237,0.962754,0.176369,0.93603,1.0,0.786187,0.099552,0.811706,1
decision-reference-0728,0.398275,0.828957,0.716861,0.974219,1.0,0.793561,0.737062,0.620781,1
decision-reference-0729,0.34512,0.833948,0.419726,0.957897,1.0,0.16954,0.41595,0.919394,1
decision-reference-0730,0.727442,0.050901,0.77115,0.803117,1.0,0.056048,0.73697,0.783278,1
decision-reference-0731,0.220605,0.888569,0.697089,0.544026,0.0,0.581774,0.439741,0.987158,1
decision-reference-0732,0.34934,0.037696,0.10731,0.999291,0.0,0.0534,0.365292,0.320621,0
decision-reference-0733,0.936288,0.658213,0.273006,0.17686,1.0,0.298455,0.624424,0.446576,1
decision-reference-0734,0.016658,0.359202,0.523168,0.05488,1.0,0.320279,0.409117,0.238965,0
decision-reference-0735,0.160486,0.696633,0.206788,0.194392,1.0,0.078792,0.016887,0.175645,0
decision-reference-0736,0.160195,0.763506,0.157387,0.338698,1.0,0.358793,0.466003,0.312718,0
decision-reference-0737,0.888347,0.687297,0.536586,0.504674,1.0,0.246428,0.379969,0.593695,1
decision-reference-0738,0.089158,0.777069,0.335409,0.054936,1.0,0.649384,0.525791,0.322497,0
decision-reference-0739,0.514803,0.494212,0.842074,0.348256,1.0,0.000112,0.833123,0.193687,1
decision-reference-0740,0.295078,0.960567,0.015873,0.879071,1.0,0.848716,0.129441,0.150292,1
decision-reference-0741,0.961528,0.269803,0.3367,0.381066,1.0,0.088207,0.106666,0.857116,1
decision-reference-0742,0.695421,0.592099,0.148939,0.818572,1.0,0.692539,0.113309,0.143482,1
decision-reference-0743,0.818581,0.521243,0.105956,0.154043,1.0,0.126953,0.435569,0.896228,0
decision-reference-0744,0.980893,0.527551,0.220573,0.10182,1.0,0.172696,0.987056,0.707117,1
decision-reference-0745,0.842964,0.972268,0.400666,0.856039,1.0,0.919874,0.280354,0.334539,1
decision-reference-0746,0.848916,0.137657,0.37459,0.231729,1.0,0.118915,0.16393,0.868402,0
decision-reference-0747,0.991925,0.238737,0.229131,0.509384,1.0,0.59579,0.559886,0.031924,1
decision-reference-0748,0.532588,0.238859,0.497075,0.87745,0.0,0.969805,0.830572,0.872338,1
decision-reference-0749,0.062772,0.677472,0.001102,0.764433,1.0,0.728581,0.787449,0.89687,1
decision-reference-0750,0.61851,0.808765,0.252784,0.000439,1.0,0.826652,0.288765,0.174204,1
decision-reference-0751,0.157544,0.325669,0.747525,0.729291,0.0,0.847142,0.535293,0.458874,0
decision-reference-0752,0.565604,0.659047,0.172823,0.070953,1.0,0.862113,0.316726,0.238667,1
decision-reference-0753,0.175466,0.840205,0.273398,0.749834,1.0,0.026287,0.574828,0.031359,1
decision-reference-0754,0.8089,0.041881,0.616706,0.694165,1.0,0.799625,0.18962,0.59717,1
decision-reference-0755,0.222757,0.869744,0.492314,0.396319,1.0,0.109491,0.251253,0.624031,1
decision-reference-0756,0.047884,0.823433,0.448681,0.090208,0.0,0.617887,0.987011,0.717538,0
decision-reference-0757,0.281667,1.8e-05,0.446649,0.039088,1.0,0.458262,0.219974,0.647392,0
decision-reference-0758,0.926346,0.628264,0.666608,0.299394,1.0,0.627108,0.018304,0.592177,1
decision-reference-0759,0.812201,0.639642,0.187818,0.664322,1.0,0.088519,0.476804,0.727399,1
decision-reference-0760,0.016708,0.559112,0.748693,0.597996,1.0,0.95114,0.997544,0.819782,1
decision-reference-0761,0.264629,0.080428,0.002488,0.426862,0.0,0.562477,0.405358,0.290068,0
decision-reference-0762,0.211796,0.829373,0.64839,0.795621,1.0,0.539125,0.52044,0.002124,1
decision-reference-0763,0.231806,0.79911,0.562917,0.643676,1.0,0.452883,0.724853,0.67354,1
decision-reference-0764,0.53124,0.559071,0.219892,0.927342,1.0,0.669046,0.736028,0.662393,1
decision-reference-0765,0.522024,0.371869,0.186451,0.042314,1.0,0.011001,0.751501,0.567126,0
decision-reference-0766,0.844563,0.771145,0.799361,0.296465,1.0,0.939249,0.950241,0.809337,1
decision-reference-0767,0.694208,0.852846,0.418767,0.672583,1.0,0.4847,0.189123,0.854954,1
decision-reference-0768,0.345451,0.867939,0.651774,0.400459,1.0,0.957416,0.874359,0.604655,1
decision-reference-0769,0.087607,0.91212,0.158717,0.853454,0.0,0.251597,0.233584,0.220621,0
decision-reference-0770,0.823316,0.11285,0.258318,0.663256,1.0,0.409112,0.164315,0.158876,1
decision-reference-0771,0.420835,0.981195,0.430313,0.055698,1.0,0.666067,0.194206,0.767947,1
decision-reference-0772,0.757835,0.699348,0.125295,0.496698,1.0,0.929316,0.767372,0.45635,1
decision-reference-0773,0.482119,0.448413,0.457496,0.526614,1.0,0.023868,0.40008,0.660503,0
decision-reference-0774,0.419393,0.481787,0.698703,0.008231,1.0,0.723786,0.279998,0.241509,0
decision-reference-0775,0.831966,0.716866,0.913866,0.187129,1.0,0.067662,0.156624,0.395401,1
decision-reference-0776,0.281728,0.101342,0.263204,0.911893,1.0,0.820977,0.632314,0.902525,1
decision-reference-0777,0.068336,0.607394,0.433025,0.163737,1.0,0.555054,0.234007,0.617873,0
decision-reference-0778,0.842846,0.42349,0.038258,0.658353,1.0,0.315605,0.583393,0.061937,1
decision-reference-0779,0.990554,0.854188,0.595418,0.324435,0.0,0.550367,0.507478,0.152152,1
decision-reference-0780,0.039682,0.090709,0.837825,0.309027,1.0,0.979451,0.703277,0.816158,1
decision-reference-0781,0.407376,0.202048,0.760575,0.735685,0.0,0.347884,0.296037,0.076529,0
decision-reference-0782,0.711756,0.43964,0.61746,0.121242,1.0,0.858529,0.379986,0.340258,1
decision-reference-0783,0.606271,0.583432,0.422189,0.519307,0.0,0.38818,0.329394,0.53244,0
decision-reference-0784,0.630178,0.367054,0.817427,0.227742,1.0,0.134586,0.212042,0.285824,1
decision-reference-0785,0.813567,0.354075,0.847626,0.458735,1.0,0.523054,0.00542,0.590358,1
decision-reference-0786,0.246947,0.447866,0.054688,0.800532,1.0,0.462913,0.409648,0.652723,1
decision-reference-0787,0.133747,0.830146,0.873628,0.65289,1.0,0.357265,0.566085,0.272541,1
decision-reference-0788,0.641093,0.674662,0.410559,0.465641,1.0,0.16565,0.659561,0.206034,1
decision-reference-0789,0.610806,0.652852,0.082112,0.603137,1.0,0.783803,0.437821,0.337185,1
decision-reference-0790,0.467886,0.233383,0.226998,0.617217,1.0,0.794097,0.618379,0.848095,0
decision-reference-0791,0.332681,0.143795,0.393543,0.429275,1.0,0.430975,0.473396,0.112663,0
decision-reference-0792,0.246841,0.976015,0.193177,0.041529,1.0,0.119788,0.99576,0.145346,0
decision-reference-0793,0.023844,0.538127,0.703234,0.777745,0.0,0.190483,0.279381,0.494058,0
decision-reference-0794,0.970668,0.110858,0.312786,0.447114,0.0,0.173214,0.858903,0.497825,1
decision-reference-0795,0.851189,0.527263,0.141409,0.563661,1.0,0.311759,0.848461,0.04998,1
decision-reference-0796,0.748943,0.640346,0.007378,0.639707,1.0,0.516018,0.951199,0.061538,1
decision-reference-0797,0.635431,0.204164,0.003928,0.448262,1.0,0.078123,0.978352,0.309519,0
decision-reference-0798,0.881955,0.5159,0.901096,0.628552,1.0,0.274196,0.574887,0.32003,1
decision-reference-0799,0.092731,0.947336,0.834431,0.97755,1.0,0.851859,0.429385,0.893471,1
decision-reference-0800,0.125485,0.845344,0.934119,0.802836,1.0,0.673492,0.715184,0.737625,1
decision-reference-0801,0.460369,0.138969,0.887749,0.059853,1.0,0.509822,0.671596,0.063183,0
decision-reference-0802,0.878035,0.701546,0.293451,0.129656,1.0,0.914284,0.797359,0.489751,1
decision-reference-0803,0.059912,0.716785,0.346113,0.330453,1.0,0.382057,0.539322,0.128268,0
decision-reference-0804,0.865207,0.087583,0.873195,0.909005,1.0,0.160433,0.08611,0.753911,1
decision-reference-0805,0.020207,0.552217,0.504787,0.364942,0.0,0.85795,0.433599,0.3944,0
decision-reference-0806,0.445219,0.468432,0.191071,0.059962,1.0,0.986261,0.92622,0.598257,1
decision-reference-0807,0.264481,0.820391,0.282837,0.244677,1.0,0.626521,0.342663,0.428015,1
decision-reference-0808,0.741659,0.667834,0.321738,0.208697,1.0,0.860888,0.583803,0.158628,1
decision-reference-0809,0.261292,0.703423,0.716939,0.155141,0.0,0.611211,0.116541,0.430544,0
decision-reference-0810,0.619931,0.548108,0.53875,0.971679,1.0,0.554969,0.855931,0.196616,1
decision-reference-0811,0.233215,0.669148,0.542818,0.807236,1.0,0.944813,0.036361,0.051293,1
decision-reference-0812,0.101958,0.459977,0.261034,0.710696,0.0,0.546748,0.279649,0.294337,0
decision-reference-0813,0.584107,0.786526,0.016479,0.873373,1.0,0.317866,0.104128,0.168862,1
decision-reference-0814,0.773036,0.009245,0.171446,0.995476,0.0,0.531768,0.506138,0.433542,1
decision-reference-0815,0.461367,0.417445,0.512093,0.685925,1.0,0.213237,0.447426,0.55403,1
decision-reference-0816,0.971477,0.140028,0.477238,0.225857,1.0,0.398173,0.419588,0.2773,1
decision-reference-0817,0.89377,0.908732,0.355229,0.223343,0.0,0.693661,0.315726,0.697471,1
decision-reference-0818,0.120636,0.289393,0.556177,0.391472,1.0,0.988048,0.182377,0.303283,0
decision-reference-0819,0.379165,0.047962,0.41231,0.731639,1.0,0.383477,0.740675,0.182931,0
decision-reference-0820,0.445988,0.771951,0.407674,0.685152,1.0,0.840747,0.825764,0.148409,1
decision-reference-0821,0.311347,0.2836,0.109657,0.143039,1.0,0.839343,0.525158,0.723649,0
decision-reference-0822,0.815989,0.705993,0.053846,0.899811,1.0,0.301184,0.35607,0.934274,1
decision-reference-0823,0.41688,0.783717,0.454992,0.249728,0.0,0.442435,0.248111,0.507403,0
decision-reference-0824,0.952569,0.414955,0.074987,0.028763,0.0,0.579827,0.035699,0.778585,0
decision-reference-0825,0.640218,0.464343,0.739061,0.93053,1.0,0.659683,0.525539,0.451342,1
decision-reference-0826,0.910592,0.56455,0.605969,0.042033,1.0,0.412445,0.029283,0.724368,1
decision-reference-0827,0.286549,0.841784,0.651438,0.028896,1.0,0.691876,0.962201,0.670004,1
decision-reference-0828,0.004065,0.042541,0.970493,0.781812,1.0,0.004767,0.825365,0.183584,1
decision-reference-0829,0.515553,0.707206,0.522414,0.369168,1.0,0.962563,0.680489,0.415764,1
decision-reference-0830,0.255655,0.110901,0.805945,0.448286,1.0,0.530077,0.696142,0.116349,0
decision-reference-0831,0.389966,0.142782,0.645729,0.274773,0.0,0.584427,0.507967,0.29757,0
decision-reference-0832,0.757582,0.479516,0.319501,0.372056,1.0,0.616943,0.624735,0.607073,1
decision-reference-0833,0.55751,0.537188,0.907495,0.218939,1.0,0.047665,0.233411,0.7241,1
